ID_Incidente,Fecha_Hora,Titulo_Incidente,Tipo_Amenaza,Severidad,Estado,Tactica_MITRE,Tecnica_MITRE,IP_Origen,Host_Origen,IP_Destino,Host_Destino,IP_Destino_Activo,Usuario_Involucrado,MTTD_Minutos,MTTR_Minutos,Descripcion_Hallazgo,Accion_Correctiva,Responsable_SOC
INC-2026-861,2026-09-15 09:04:35,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.112,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.112,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.112 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-862,2026-09-15 09:04:35,Escaneo de Puertos / Reconocimiento de Red desde 10.123.4.92,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.4.92,Windows / Router / Huawei,104.18.41.41,HTTPS United States [San Antonio -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.4.92 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-863,2026-09-15 09:04:35,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.31,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.31,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.31 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-864,2026-09-15 09:04:34,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.51,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.51,Windows / Router / Huawei,35.227.240.22,HTTPS United States [San Antonio -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.51 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-865,2026-09-15 09:04:34,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.53,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.53,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.53 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-866,2026-09-15 09:04:34,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.8.13,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.8.13,Windows / Router / Huawei,200.75.0.5,DNS Chile [Red Datos -> Internet],Servicio DNS (200.75.0.5),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed) para Windows / Router / Huawei hacia DNS Chile [Red Datos -> Internet].,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-867,2026-09-15 09:04:34,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.9.20,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.4.46,Windows / Router / Huawei,10.13.9.20,tcp/9100 [OUT VPN_SUBINTERIOR],Servicio Interno 10.13.9.20:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación desde Windows / Router / Huawei hacia el puerto sensible 9100 (tcp/9100 [OUT VPN_SUBINTERIOR]).,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-868,2026-09-15 09:04:34,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.78,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.78,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.78 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-869,2026-09-15 09:04:34,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.99,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.99,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.99 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-870,2026-09-15 09:04:34,Múltiples Fallos de Conexión / Alerta Firewall desde 10.105.3.217,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.105.3.217,Windows / Router / Huawei,200.75.0.4,DNS Chile [Red Wifi -> Internet],Servicio DNS (200.75.0.4),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed) para Windows / Router / Huawei hacia DNS Chile [Red Wifi -> Internet].,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-871,2026-09-15 09:04:34,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.110,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.110,Windows / Router / Huawei,141.94.155.186,HTTPS France [Red Datos -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.110 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-872,2026-09-15 09:04:33,Escaneo de Puertos / Reconocimiento de Red desde 10.123.6.40,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.6.40,Windows / Router / Huawei,104.16.103.112,HTTPS United States [San Antonio -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.6.40 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-873,2026-09-15 09:04:33,Escaneo de Puertos / Reconocimiento de Red desde 10.107.0.50,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.107.0.50,Windows / Router / Huawei,34.111.148.117,HTTPS United States [Red Datos -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.107.0.50 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-874,2026-09-15 09:04:33,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.112,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.112,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.112 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-875,2026-09-15 09:04:33,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.32,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.32,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.32 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-876,2026-09-15 09:04:33,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.117,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.117,Windows / Router / Huawei,150.171.27.12,HTTPS United States [San Antonio -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.117 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-877,2026-09-15 09:04:32,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.18.26,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.4.52,Windows / Router / Huawei,10.13.18.26,tcp/9100 [OUT VPN_SUBINTERIOR],Servicio Interno 10.13.18.26:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación desde Windows / Router / Huawei hacia el puerto sensible 9100 (tcp/9100 [OUT VPN_SUBINTERIOR]).,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-878,2026-09-15 09:04:32,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.8.13,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.8.13,Windows / Router / Huawei,200.75.0.5,DNS Chile [Red Datos -> Internet],Servicio DNS (200.75.0.5),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed) para Windows / Router / Huawei hacia DNS Chile [Red Datos -> Internet].,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-879,2026-09-15 09:04:32,Escaneo de Puertos / Reconocimiento de Red desde 10.123.4.54,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.4.54,Windows / Router / Huawei,10.13.18.26,tcp/9100 [OUT VPN_SUBINTERIOR],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.4.54 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-880,2026-09-15 09:04:32,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.53,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.53,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.53 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-881,2026-09-15 09:04:32,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.160,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.160,Windows / Router / Huawei,52.123.245.34,HTTPS Chile [Red Datos -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.160 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-882,2026-09-15 09:04:31,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.119,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.119,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.119 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-883,2026-09-15 09:04:31,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.3.92,Windows / Router / Huawei,10.13.1.244,tcp/9876 [OUT VPN_SUBINTERIOR],Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación desde Windows / Router / Huawei hacia el puerto sensible 9876 (tcp/9876 [OUT VPN_SUBINTERIOR]).,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-884,2026-09-15 09:04:31,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.115,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.115,Windows / Router / Huawei,52.6.155.20,HTTPS United States [San Antonio -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.115 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-885,2026-09-15 09:04:31,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.58,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.58,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.58 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-886,2026-09-15 09:04:31,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.114.0.41,Windows / Router / Huawei,10.13.1.244,tcp/9876 [OUT VPN_SUBINTERIOR],Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación desde Windows / Router / Huawei hacia el puerto sensible 9876 (tcp/9876 [OUT VPN_SUBINTERIOR]).,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-887,2026-09-15 09:04:31,Escaneo de Puertos / Reconocimiento de Red desde 10.123.3.107,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.3.107,Windows / Router / Huawei,192.178.234.102,HTTPS Chile [San Antonio -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.3.107 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-888,2026-09-15 09:04:30,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.51,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.51,Windows / Router / Huawei,54.215.172.241,HTTPS United States [San Antonio -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.51 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-889,2026-09-15 09:04:30,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.32,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.32,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.32 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-890,2026-09-15 09:04:30,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.22,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.22,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.22 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-891,2026-09-15 09:04:30,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.53,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.53,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.53 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-892,2026-09-15 09:04:30,Escaneo de Puertos / Reconocimiento de Red desde 10.123.5.148,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.5.148,Windows / Router / Huawei,64.233.186.95,HTTPS Chile [San Antonio -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.5.148 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-893,2026-09-15 09:04:30,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.9.16,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.3.49,Windows / Router / Huawei,10.13.9.16,tcp/9100 [OUT VPN_SUBINTERIOR],Servicio Interno 10.13.9.16:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación desde Windows / Router / Huawei hacia el puerto sensible 9100 (tcp/9100 [OUT VPN_SUBINTERIOR]).,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-894,2026-09-15 09:04:30,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.3.51,Windows / Router / Huawei,10.13.1.244,tcp/9876 [OUT VPN_SUBINTERIOR],Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación desde Windows / Router / Huawei hacia el puerto sensible 9876 (tcp/9876 [OUT VPN_SUBINTERIOR]).,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-895,2026-09-15 09:04:30,Múltiples Fallos de Conexión / Alerta Firewall desde 10.100.0.3,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.100.0.3,Windows / Router / Huawei,200.75.0.5,DNS Chile [Red Servidores -> Internet],Servicio DNS (200.75.0.5),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed) para Windows / Router / Huawei hacia DNS Chile [Red Servidores -> Internet].,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-896,2026-09-15 09:04:30,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.4.67,Windows / Router / Huawei,10.13.1.244,tcp/9876 [OUT VPN_SUBINTERIOR],Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación desde Windows / Router / Huawei hacia el puerto sensible 9876 (tcp/9876 [OUT VPN_SUBINTERIOR]).,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-897,2026-09-15 09:04:29,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.118,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.118,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.118 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-898,2026-09-15 09:04:29,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.6.77,Windows / Router / Huawei,10.13.1.244,tcp/9876 [OUT VPN_SUBINTERIOR],Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación desde Windows / Router / Huawei hacia el puerto sensible 9876 (tcp/9876 [OUT VPN_SUBINTERIOR]).,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-899,2026-09-15 09:04:29,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.58,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.58,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.58 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-900,2026-09-15 09:04:29,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.119,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.119,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.119 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-901,2026-09-15 09:04:29,Escaneo de Puertos / Reconocimiento de Red desde 10.123.4.67,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.4.67,Windows / Router / Huawei,172.217.115.4,HTTPS United States [San Antonio -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.4.67 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-902,2026-09-15 09:04:29,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.125,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.125,Windows / Router / Huawei,142.250.0.113,HTTPS Chile [Red Datos -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.125 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-903,2026-09-15 09:04:29,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.32,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.32,Windows / Router / Huawei,169.254.169.254,HTTP [Red Servidores -> Internet],Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.32 (Windows / Router / Huawei) intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-904,2026-09-15 09:04:29,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.9.16,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.3.134,Windows / Router / Huawei,10.13.9.16,tcp/9100 [OUT VPN_SUBINTERIOR],Servicio Interno 10.13.9.16:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación desde Windows / Router / Huawei hacia el puerto sensible 9100 (tcp/9100 [OUT VPN_SUBINTERIOR]).,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-905,2026-09-15 09:04:29,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.6.104,Windows / Router / Huawei,10.13.1.244,tcp/9876 [OUT VPN_SUBINTERIOR],Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación desde Windows / Router / Huawei hacia el puerto sensible 9876 (tcp/9876 [OUT VPN_SUBINTERIOR]).,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-906,2026-09-15 09:04:29,Escaneo de Puertos / Reconocimiento de Red desde 10.123.6.172,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.6.172,Windows / Router / Huawei,142.251.155.119,HTTPS United States [San Antonio -> Internet],Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas desde Windows / Router / Huawei hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.6.172 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
