ID_Incidente,Fecha_Hora,Titulo_Incidente,Tipo_Amenaza,Severidad,Estado,Tactica_MITRE,Tecnica_MITRE,IP_Origen,IP_Destino_Activo,Usuario_Involucrado,MTTD_Minutos,MTTR_Minutos,Descripcion_Hallazgo,Accion_Correctiva,Responsable_SOC
INC-2026-280,2026-09-15 09:04:33,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.32,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.32,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.32 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-281,2026-09-15 09:04:33,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.117,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.117,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.117 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-282,2026-09-15 09:04:32,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.18.26,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.4.52,Servicio Interno 10.13.18.26:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-283,2026-09-15 09:04:32,Múltiples Fallos de Conexión / Alerta Firewall desde 10.123.8.13,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.123.8.13,Servicio DNS (200.75.0.5),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-284,2026-09-15 09:04:32,Escaneo de Puertos / Reconocimiento de Red desde 10.123.4.54,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.4.54,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.4.54 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-285,2026-09-15 09:04:32,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.53,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.53,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.53 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-286,2026-09-15 09:04:32,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.160,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.160,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.160 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-287,2026-09-15 09:04:31,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.119,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.119,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.119 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-288,2026-09-15 09:04:31,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.3.92,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-289,2026-09-15 09:04:31,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.115,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.115,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.115 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-290,2026-09-15 09:04:31,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.58,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.58,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.58 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-291,2026-09-15 09:04:31,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.114.0.41,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-292,2026-09-15 09:04:31,Escaneo de Puertos / Reconocimiento de Red desde 10.123.3.107,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.3.107,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.3.107 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-293,2026-09-15 09:04:30,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.51,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.51,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.51 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-294,2026-09-15 09:04:30,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.32,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.32,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.32 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-295,2026-09-15 09:04:30,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.22,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.22,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.22 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-296,2026-09-15 09:04:30,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.53,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.53,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.53 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-297,2026-09-15 09:04:30,Escaneo de Puertos / Reconocimiento de Red desde 10.123.5.148,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.5.148,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.5.148 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-298,2026-09-15 09:04:30,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.9.16,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.3.49,Servicio Interno 10.13.9.16:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-299,2026-09-15 09:04:30,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.3.51,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-300,2026-09-15 09:04:30,Múltiples Fallos de Conexión / Alerta Firewall desde 10.100.0.3,Fallo Reiterado de Conexión / Bloqueo Firewall,Media,Cerrado,Reconnaissance,T1046 - Network Service Discovery,10.100.0.3,Servicio DNS (200.75.0.5),Host de Red,3,20,El firewall reportó eventos de nivel warning (Connection Failed).,Revisar configuración de política y verificar integridad del enlace o endpoint emisor.,Analista SOC L1
INC-2026-301,2026-09-15 09:04:30,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.4.67,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-302,2026-09-15 09:04:29,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.118,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.118,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.118 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-303,2026-09-15 09:04:29,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.6.77,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-304,2026-09-15 09:04:29,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.58,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.58,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.58 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-305,2026-09-15 09:04:29,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.119,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.119,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.119 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-306,2026-09-15 09:04:29,Escaneo de Puertos / Reconocimiento de Red desde 10.123.4.67,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.4.67,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.4.67 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-307,2026-09-15 09:04:29,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.125,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.125,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.125 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-308,2026-09-15 09:04:29,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.32,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.32,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.32 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-309,2026-09-15 09:04:29,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.9.16,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.3.134,Servicio Interno 10.13.9.16:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-310,2026-09-15 09:04:29,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.6.104,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-311,2026-09-15 09:04:29,Escaneo de Puertos / Reconocimiento de Red desde 10.123.6.172,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.6.172,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.6.172 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-312,2026-09-15 09:04:29,Escaneo de Puertos / Reconocimiento de Red desde 10.123.8.76,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.8.76,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.8.76 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-313,2026-09-15 09:04:29,Escaneo de Puertos / Reconocimiento de Red desde 10.114.0.43,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.114.0.43,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.114.0.43 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-314,2026-09-15 09:04:29,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.94,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.94,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.94 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-315,2026-09-15 09:04:28,Escaneo de Puertos / Reconocimiento de Red desde 10.123.4.46,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.4.46,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.4.46 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-316,2026-09-15 09:04:28,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.22,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.22,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.22 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-317,2026-09-15 09:04:28,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.80,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.80,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.80 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-318,2026-09-15 09:04:28,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.118,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.118,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.118 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-319,2026-09-15 09:04:28,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.60,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.60,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.60 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-320,2026-09-15 09:04:28,Escaneo de Puertos / Reconocimiento de Red desde 10.123.5.146,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.5.146,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.5.146 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-321,2026-09-15 09:04:28,Escaneo de Puertos / Reconocimiento de Red desde 10.123.3.84,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.3.84,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.3.84 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-322,2026-09-15 09:04:28,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.6.71,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-323,2026-09-15 09:04:28,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.106,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.106,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.106 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-324,2026-09-15 09:04:27,Sondeo no autorizado de puerto 9100 (tcp/9100) hacia 10.13.18.32,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.7.100,Servicio Interno 10.13.18.32:9100,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9100.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-325,2026-09-15 09:04:27,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.6.54,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-326,2026-09-15 09:04:27,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.1.32,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.1.32,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.1.32 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-327,2026-09-15 09:04:26,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.6.93,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-328,2026-09-15 09:04:26,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.94,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.94,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.94 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-329,2026-09-15 09:04:26,Sondeo no autorizado de puerto 9876 (tcp/9876) hacia 10.13.1.244,Sondeo de Servicios Internos No Autorizados,Media,Abierto,Discovery,T1021 - Remote Services Probing,10.123.6.43,Servicio Interno 10.13.1.244:9876,Host Interno,4,25,Intentos repetidos y timeout de comunicación hacia el puerto sensible 9876.,Verificar si el servicio es legítimo o si corresponde a movimiento lateral / sondeo interno.,Analista SOC L1
INC-2026-330,2026-09-15 09:04:26,Intento de Acceso a Metadatos Cloud (SSRF) desde 10.100.0.80,Sondeo de Metadatos Cloud / SSRF,Crítica,Abierto,Credential Access,T1552.005 - Cloud Instance Metadata API,10.100.0.80,Cloud Metadata (169.254.169.254:80),Host Interno,1,30,El host 10.100.0.80 intentó consultar la API de metadatos de instancia cloud 169.254.169.254 (Acción: timeout).,"Aislar host emisor, revisar procesos que originan peticiones HTTP de metadatos y aplicar bloqueo perimetral.",Analista SOC L1
INC-2026-331,2026-09-15 09:04:26,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.155,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.155,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.155 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-332,2026-09-15 09:04:26,Escaneo de Puertos / Reconocimiento de Red desde 10.123.4.92,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.4.92,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.4.92 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-333,2026-09-15 09:04:26,Escaneo de Puertos / Reconocimiento de Red desde 10.123.3.75,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.3.75,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.3.75 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-334,2026-09-15 09:04:26,Escaneo de Puertos / Reconocimiento de Red desde 10.123.4.46,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.4.46,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.4.46 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-335,2026-09-15 09:04:26,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.155,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.155,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.155 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-336,2026-09-15 09:04:26,Escaneo de Puertos / Reconocimiento de Red desde 10.123.7.155,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.7.155,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.7.155 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
INC-2026-337,2026-09-15 09:04:26,Escaneo de Puertos / Reconocimiento de Red desde 10.123.0.41,Reconocimiento de Red,Media,Abierto,Reconnaissance,T1046 - Network Service Scanning,10.123.0.41,Múltiples Destinos de Red,N/A,2,15,Se detectaron 8 conexiones fallidas/bloqueadas consecutivas hacia distintos puertos/destinos.,Bloquear tráfico de 10.123.0.41 en firewall e inspeccionar posibles herramientas de escaneo (Nmap/Masscan).,Analista SOC L1
